CITY_JP	City
#三好市	
#吉野川市	
#名西郡石井町	
#小松島市	
#徳島市	
#板野郡北島町	
#板野郡松茂町	
#板野郡藍住町	
#海部郡牟岐町	
#海部郡美波町	
#美馬市	
#美馬郡つるぎ町	
#阿南市	
#鳴門市	
