CITY_JP	City
#上山市	
#北村山郡大石田町	
#南陽市	
#天童市	
#寒河江市	
#尾花沢市	
#山形市	
#新庄市	
#最上郡最上町	
#最上郡真室川町	
#最上郡金山町	
#村山市	
#東村山郡中山町	
#東村山郡山辺町	
#東根市	
#東田川郡三川町	
#東田川郡庄内町	
#東置賜郡川西町	
#東置賜郡高畠町	
#米沢市	
#西村山郡大江町	
#西村山郡朝日町	
#西村山郡河北町	
#西村山郡西川町	
#西置賜郡小国町	
#西置賜郡白鷹町	
#酒田市	
#長井市	
#飽海郡遊佐町	
#鶴岡市	
