CITY_JP	City
#仁多郡奥出雲町	
#八束郡東出雲町	
#出雲市	
#大田市	
#安来市	
#松江市	
#江津市	
#浜田市	
#益田市	
#簸川郡斐川町	
#邑智郡川本町	
#隠岐郡隠岐の島町	
#雲南市	
#鹿足郡吉賀町	
#鹿足郡津和野町	
