CITY_JP	City
#下新川郡入善町	
#下新川郡朝日町	
#中新川郡上市町	
#中新川郡立山町	
#南砺市	
#富山市	
#射水市	
#小矢部市	
#氷見市	
#滑川市	
#砺波市	
#高岡市	
#魚津市	
#黒部市	
