CITY_JP	City
#下松市	
#下関市	
#光市	
#周南市	
#大島郡周防大島町	
#宇部市	
#山口市	
#山陽小野田市	
#岩国市	
#柳井市	
#熊毛郡平生町	
#熊毛郡田布施町	
#玖珂郡和木町	
#美祢市	
#萩市	
#長門市	
#防府市	
