CITY_JP	City
#亘理郡亘理町	
#亘理郡山元町	
#仙台市太白区	
#仙台市宮城野区	
#仙台市泉区	
#仙台市若林区	
#仙台市青葉区	
#伊具郡丸森町	
#刈田郡蔵王町	
#加美郡加美町	
#名取市	
#塩竈市	
#多賀城市	
#大崎市	
#宮城郡七ヶ浜町	
#宮城郡利府町	
#宮城郡松島町	
#岩沼市	
#本吉郡南三陸町	
#東松島市	
#柴田郡大河原町	
#柴田郡川崎町	
#柴田郡村田町	
#栗原市	
#気仙沼市	
#牡鹿郡女川町	
#登米市	
#白石市	
#石巻市	
#角田市	
#遠田郡涌谷町	
#遠田郡美里町	
#黒川郡大和町	
#黒川郡大衡村	
#黒川郡大郷町	
#黒川郡富谷町	
