CITY_JP	City
#与謝郡与謝野町	
#久世郡久御山町	
#乙訓郡大山崎町	
#亀岡市	
#京丹後市	
#京田辺市	
#京都市上京区	
#京都市下京区	
#京都市中京区	
#京都市伏見区	
#京都市北区	
#京都市南区	
#京都市右京区	
#京都市山科区	
#京都市左京区	
#京都市東山区	
#京都市西京区	
#八幡市	
#南丹市	
#向日市	
#城陽市	
#宇治市	
#宮津市	
#木津川市	
#相楽郡精華町	
#福知山市	
#綴喜郡宇治田原町	
#綾部市	
#舞鶴市	
#船井郡京丹波町	
#長岡京市	
