CITY_JP	City
#三条市	
#上越市	
#五泉市	
#佐渡市	
#加茂市	
#北蒲原郡聖籠町	
#十日町市	
#南蒲原郡田上町	
#南魚沼市	
#南魚沼郡湯沢町	
#妙高市	
#小千谷市	
#新潟市中央区	
#新潟市北区	
#新潟市南区	
#新潟市東区	
#新潟市江南区	
#新潟市秋葉区	
#新潟市西区	
#新潟市西蒲区	
#新発田市	
#村上市	
#東蒲原郡阿賀町	
#柏崎市	
#燕市	
#糸魚川市	
#胎内市	
#見附市	
#長岡市	
#阿賀野市	
#魚沼市	
