CITY_JP	City
#上浮穴郡久万高原町	
#今治市	
#伊予市	
#伊予郡松前町	
#伊予郡砥部町	
#八幡浜市	
#北宇和郡鬼北町	
#南宇和郡愛南町	
#喜多郡内子町	
#四国中央市	
#大洲市	
#宇和島市	
#新居浜市	
#東温市	
#松山市	
#西予市	
#西宇和郡伊方町	
#西条市	
