CITY_JP	City
#さくら市	
#下都賀郡壬生町	
#下都賀郡野木町	
#下野市	
#佐野市	
#塩谷郡塩谷町	
#塩谷郡高根沢町	
#大田原市	
#宇都宮市	
#小山市	
#日光市	
#栃木市	
#河内郡上三川町	
#真岡市	
#矢板市	
#芳賀郡市貝町	
#芳賀郡益子町	
#芳賀郡芳賀町	
#芳賀郡茂木町	
#足利市	
#那須塩原市	
#那須烏山市	
#那須郡那珂川町	
#那須郡那須町	
#鹿沼市	
