CITY_JP	City
#たつの市	
#三木市	
#三田市	
#丹波市	
#伊丹市	
#佐用郡佐用町	
#加古川市	
#加古郡播磨町	
#加古郡稲美町	
#加東市	
#加西市	
#南あわじ市	
#多可郡多可町	
#姫路市	
#宍粟市	
#宝塚市	
#小野市	
#尼崎市	
#川西市	
#川辺郡猪名川町	
#揖保郡太子町	
#明石市	
#朝来市	
#洲本市	
#淡路市	
#相生市	
#神崎郡福崎町	
#神戸市中央区	
#神戸市兵庫区	
#神戸市北区	
#神戸市垂水区	
#神戸市東灘区	
#神戸市灘区	
#神戸市西区	
#神戸市長田区	
#神戸市須磨区	
#篠山市	
#美方郡新温泉町	
#美方郡香美町	
#芦屋市	
#西宮市	
#西脇市	
#豊岡市	
#赤穂市	
#赤穂郡上郡町	
#養父市	
#高砂市	
