CITY_JP	City
#いちき串木野市	
#伊佐市	
#出水市	
#南さつま市	
#南九州市	
#垂水市	
#大島郡和泊町	
#大島郡天城町	
#大島郡徳之島町	
#大島郡瀬戸内町	
#大島郡知名町	
#大島郡龍郷町	
#奄美市	
#姶良市	
#姶良郡湧水町	
#志布志市	
#指宿市	
#日置市	
#曽於市	
#曽於郡大崎町	
#枕崎市	
#熊毛郡中種子町	
#熊毛郡南種子町	
#熊毛郡屋久島町	
#肝属郡南大隅町	
#肝属郡肝付町	
#肝属郡錦江町	
#薩摩川内市	
#薩摩郡さつま町	
#西之表市	
#阿久根市	
#霧島市	
#鹿児島市	
#鹿屋市	
