CITY_JP	City
#上野原市	
#中央市	
#中巨摩郡昭和町	
#南アルプス市	
#南巨摩郡富士川町	
#南巨摩郡身延町	
#南都留郡富士河口湖町	
#南都留郡山中湖村	
#南都留郡忍野村	
#南都留郡西桂町	
#大月市	
#富士吉田市	
#山梨市	
#甲州市	
#甲府市	
#甲斐市	
#笛吹市	
#西八代郡市川三郷町	
#都留市	
#韮崎市	
