CITY_JP	City
#一関市	
#上閉伊郡大槌町	
#下閉伊郡山田町	
#下閉伊郡岩泉町	
#久慈市	
#九戸郡野田村	
#二戸市	
#二戸郡一戸町	
#八幡平市	
#北上市	
#大船渡市	
#奥州市	
#宮古市	
#岩手郡岩手町	
#岩手郡滝沢村	
#岩手郡雫石町	
#盛岡市	
#紫波郡矢巾町	
#紫波郡紫波町	
#胆沢郡金ケ崎町	
#胆沢郡金ヶ崎町	
#花巻市	
#西磐井郡平泉町	
#遠野市	
#釜石市	
#陸前高田市	
