CITY_JP	City
#倉吉市	
#八頭郡八頭町	
#八頭郡智頭町	
#八頭郡若桜町	
#境港市	
#岩美郡岩美町	
#東伯郡三朝町	
#東伯郡北栄町	
#東伯郡湯梨浜町	
#東伯郡琴浦町	
#米子市	
#西伯郡日吉津村	
#鳥取市	
