CITY_JP	City	dataUrl	delimiter	ignorePrefix	id	title	type	lat	lng	note	update
#三島市	
#下田市	
#伊東市	
#伊豆の国市	
#伊豆市	
#周智郡森町	
#富士宮市	
#富士市	
#島田市	
#御前崎市	
#御殿場市	
#掛川市	
#榛原郡吉田町	
#沼津市	
#浜松市	
#湖西市	
#焼津市	
#熱海市	
#牧之原市	
#田方郡函南町	
#磐田市	
#菊川市	
#藤枝市	
#袋井市	
裾野市	Susono	data/Shizuoka/Susono.csv	,	#	0	3	4	2	1	5	6
#賀茂郡南伊豆町	
#賀茂郡東伊豆町	
#賀茂郡河津町	
#静岡市	
#駿東郡小山町	
#駿東郡清水町	
#駿東郡長泉町	
