CITY_JP	City
#三養基郡みやき町	
#三養基郡上峰町	
#三養基郡基山町	
#伊万里市	
#佐賀市	
#唐津市	
#多久市	
#嬉野市	
#小城市	
#杵島郡白石町	
#武雄市	
#神埼市	
#神埼郡吉野ヶ里町	
#西松浦郡有田町	
#鳥栖市	
#鹿島市	
